post_id,title,text,user_name,user_followers,publish_time,view_count,comment_count,like_count,repost_count,sentiment,sentiment_label,weight,bert_label,bert_prob
397225695,,除了科技的产业链和电池行业，多数行业其实已经是 economic crisis 了。少数受益于美伊以战争的行业，随着战争结束也会陷入到这个状况。这就是真相,产业空间,25427,2026-06-28 20:22:44,20631,3,15,0,-1,悲观,4.224967682354161,负面,0.3976929
397227640,,说的太绝对化了，市场需求是多元的，举个非普通家用的场景例子，送快递的小哥电动两轮是自己充电还是换电多？影响效率的场景下换电是最佳模式，是充电不完美的妥协产物， 同样物流干线电动卡车喜欢充电还是换电？追求效率的话换电是不是更好，普通家用车下班了晚上回家充电无所谓，换电车型反而影响外观没有多少人喜欢,Aj678,128,2026-06-28 20:47:20,3234,1,0,0,0,中性,1.527803164309158,正面,0.58674234
397227933,,锂电池行业分析指出，储能需求全球共振增长，预计 2027 年出货量增速将理性放缓至 40%-47.8%，而非断崖式下跌。碳酸锂价格上涨至 25 万元/吨对储能项目 IRR 影响有限，大电芯循环次数提升及政策工具箱可缓解成本压力。目前产业链持续去库，下半年旺季可能出现更夸张的供不应求，预计未来 3-5 年碳酸锂价格将在 15-25 万元区间波动，供需缺口可能持续至 2030 年。,巨鹿小王爱吃肉,217,2026-06-28 20:50:46,11274,0,0,0,1,乐观,1.586572829735374,正面,0.65977097
397228588,,既然觉得市场失衡，那就老老实实把值得投资的标的选出来吧。等在群里哭，不如上手做投研。资本市场不缺机会，但跟这个世界上所有的一切一样，机会是给有准备的人的。,时间她不想做我朋友,4091,2026-06-28 20:59:00,6899,0,2,0,0,中性,2.814477728214412,正面,0.5318401
397230852,电话会议——陈果,小结1. 美国AI科技股：预期调整与风险当前市场对AI龙头Anthropic和OpenAI的预期过高，尤其在IPO、ARR及Capex方面。 OpenAI因放弃IPO计划，以及Anthropic陷入价格战和面临美国政府限制，导致其技术迭代和融资前景受阻，引发了对AI领域整体增长放缓的担忧。结论：美国AI科技股的“超级鱼尾行情”难以延续，预计将迎来调整期，AI相关股票的预期将普遍下修。2. A股市场：结构性机会与“中国特色稳市机制”在AI科技股调整的背景下，A股市场将呈现结构性机会。新老能源与非银金融： 预计业绩将超预期，是确定的配置方向。“中国特色稳市机制”： 当美股科技股下跌时，A股市场不会同步大幅下跌，反而会因政策支持和内需逻辑而表现稳健，甚至上涨。中国消费： 会议指出，中国消费股已处于历史底部，其逻辑在于：内需改善、政策支持（预计在2026年底至2027年出台）、以及品牌全球化带来的戴维斯双击机会。待办1. AI科技股后续表现跟踪需持续关注Anthropic和OpenAI后续的技术进展与市场表现，特别是OpenAI能否在明年推出令人惊艳的新产品并成功融资。2. A股结构性机会研究基于会议结论，对新老能源、非银金融及消费蓝筹等领域的股票进行深入研究，以把握结构性投资机会。元宝会议助手(01:00): 陈果指出市场对宁德时代存在分歧，认为其增速见顶且估值过高，作为制造业不值得资金抱团，这反映出市场对其估值逻辑存在明显争议。 他进一步提到公募基金对此有抵触，消费基金经理普遍更看好茅台，自己当年转向“宁组合”得罪了不少人，可见赛道切换不仅考验眼光，还容易引发圈内对立。元宝会议助手(03:15): 陈果指出2021年推崇宁德时代曾引发消费派机构不满，部分资金因嫌弃核心资产估值过高，转而寻找其他机会，这反映出当时市场风格极度割裂，资金对高估值资产产生了明显的避险情绪。随后，陈果强调红利资产在2021年已率先走牛，打破了“核心资产破灭才有红利牛市”的固有认知，可见红利行情并非熊市专属，而是资金基于多元配置需求的提前布局。基于此，陈果总结市场资金具有多元性，不同属性的资金（如公募、私募、保险）在当时的感受差异显著，说白了，不同资金的风险偏好和考核机制不同，注定了无法用单一逻辑解释市场。元宝会议助手(05:28): 陈果自嘲近期是全市场被黑得最惨的分析师，但他仍坚持己见，认为自己的判断逻辑并无问题，这波自嘲实则是为了给自己此前的看空观点打气，顺势引出当下的市场情绪。他转述了险资的极度悲观心态，直言机构因在消费、新能源等板块亏损惨重，已彻底拒绝抄底，甚至不愿听基本面分析，可见机构已被套牢伤透了心，彻底进入了“一朝被蛇咬，十年怕井绳”的防御模式。险资当前仅打算在科技板块大跌时博个反弹，且认为美股AI科技暂无做空逻辑，说白了，资金现在只敢在科技股上做短线投机，对老赛道已彻底死心。元宝会议助手(07:38): 陈果指出市场对Anthropic的预期过高，将明年ARR达3000亿美金及盈利视为必然，他对此持保留态度，这暴露出当前市场情绪过热，极易因预期差引发剧烈波动。针对美国AI算力增速，他认为明年维持45%以上的预期不切实际，指出今年基数已高，资金尚未回笼，相当于用今年的高基数透支了明年的增长空间，预期明显虚高。元宝会议助手(09:57): 陈果指出当前市场对某公司的盈利预期已高达1500，远超此前预估，且美国云厂商的资本开支预期也大幅上修，可见市场情绪极度狂热，资金正疯狂押注AI赛道。基于此，他预警当前极高的预期已透支未来，且行业整体增速有限，必然导致大量公司无法达标，说白了就是蛋糕就那么大，有人吃多了，必然有人要饿肚子。尽管他承认该标的过往业绩优异且估值看似合理，但仍强调在普遍高预期的背景下，多数公司未来大概率会miss预期，这相当于给盲目追高的市场情绪泼了一盆冷水。元宝会议助手(12:06): 陈果指出当前AI板块估值已透支至2028年，且头部公司超预期将挤压其他企业预期，因此他坚持整体收缩策略，这揭示了板块内部的结构性风险，即头部吃肉、尾部买单的零和博弈局面。随后，他痛批市场观点高度同质化，并对比了2015年相对收益主导与当前绝对收益者掌握定价权的格局差异，可见他敏锐察觉到市场底层逻辑已变，过去“抱团死扛”的玩法如今已行不通。元宝会议助手(14:21): 陈果指出AI预期已打满，明年高景气难持续。他直言当前大量资金是近期才涌入产业链，缺乏早期成长派深耕调研的积累，这暴露出当前资金更多是跟风追涨，而非基于深度基本面研究。 随之，他剖析了市场现状，指出保险、固收及量化资金因微盘股跑输景气赛道，面临赎回压力，被迫集体挤向AI等共识方向，可见资金已陷入“不抱团就出局”的被动局面。基于此，他给出的策略是跟随共识方向，但必须随时准备撤退以保绝对收益。面对高度同质化的路演观点，他表达了对市场一致性的担忧，说白了，就是明知是拥挤交易，也只能硬着头皮上车，随时准备跑路。元宝会议助手(16:36): 陈果回顾15年股灾，指出当时除个别私募外，资金基本被限制交易，并强调当前监管能力已提升，这其实是在给市场吃定心丸，暗示极端行情下会有更强力的干预手段兜底。随后他剖析了A股流动性高度集中的现状，警告若核心5%的股票丧失流动性将引发致命后果，说白了，A股全靠少数热门股撑场面，一旦这些票没人接盘，整个市场就彻底僵住了。针对极端行情，他认为机构届时将面临“一键清仓也卖不掉”的困境，且个人投资者已对此产生警惕，可见散户也学精了，知道真到崩盘时谁都跑不掉，这种预期反而可能加速挤兑。元宝会议助手(18:50): 陈果将当前市场严峻形势概括为“2015高杠杆，2026高雷同”，并指出Anthropic放弃IPO是致命利空，足以引发美股严重回撤，这相当于直接抽掉了美股AI牛市的核心预期，市场情绪瞬间降至冰点。他强调Anthropic与OpenAI是美国AI Agent的灵魂，地位堪比当年的雅虎与AOL。原本市场预期其IPO能推动技术迭代与融资，可见IPO不仅是融资手段，更是维持整个AI资本开支循环的强心剂。随着Anthropic一季度Claude大超预期，该底层逻辑已完美兑现。这说明AI技术落地确实在加速，但利好出尽叠加IPO生变，反而成了资金撤退的催化剂。元宝会议助手(21:08): 陈果指出市场原本期待OpenAI为IPO憋大招以推高预期，进而带动美股行情，且宏观环境本应支持苹果提价，可见其原本对美股AI行情的演绎逻辑非常笃定。随后他驳斥了“苹果提价致美股下跌”的观点，强调通胀顺价本该利好股市，但OpenAI放弃IPO彻底破坏了这一底层逻辑，这波反驳实则是为了凸显OpenAI变卦对市场的致命打击。他强调最怕逻辑破坏，指出OpenAI即便使出浑身解数也无法达到预期，只能退而求其次寻求较低估值的IPO，说白了，原本期待的惊艳大招变成了勉强求生。元宝会议助手(23:18): 陈果指出连孙正义都看衰过度炒作算力，并认为马斯克精准踩点融资，反衬出OpenAI因缺乏爆款产品而陷入被动，这暴露出当前AI赛道存在严重的预期透支风险，资本正从狂热转向理性审视。鉴于技术迭代不及预期，OpenAI被迫放弃高估值幻想，转而通过价格战打压竞品融资，进而拖慢全行业技术突破，说白了，这招“伤敌一千自损八百”的七伤拳，实则是技术瓶颈下的无奈之举。陈果强调技术领先必须依赖巨额资金投入，OpenAI放弃融资将直接导致其自身迭代放缓，可见AI领域的护城河并非一蹴而就，没钱烧就别谈什么颠覆性创新。元宝会议助手(25:30): 陈果指出OpenAI打价格战意在拖垮Anthropic，并断言其数据下滑在即。他认为DeepSeek仅能低端替代，而OpenAI的新品才是致命威胁，这波分析直接点破了AI巨头间“伤敌一千自损八百”的消耗战本质。基于此，他断定Anthropic若不大幅降价，其AI业务必将下修。同时，他排除了Anthropic靠推出新模型破局的可能，认为其已被美国封杀且难以翻盘，可见在巨头博弈中，技术壁垒一旦被政策锁死，基本就丧失了翻盘筹码。元宝会议助手(27:43): 陈果指出马斯克与亚马逊均通过算力租赁深度绑定Anthropic，形成利益闭环，这揭示了AI巨头与云厂商间“烧钱换生态”的共生关系。鉴于Anthropic高管与特朗普政府核心圈层同属一脉，陈果断言其被封杀的困境极易通过政治游说破局，说白了，在特朗普这种实用主义风格下，政商利益交换远比讲体面管用。进一步剖析，当前封杀实为美国内部政治博弈，因商务部长等核心官员均与OpenAI死敌马斯克交好，可见这并非单纯的技术监管，而是高层圈子间的利益倾轧。元宝会议助手(29:51): 陈果指出Anthropic受限于高昂的AI交互成本，主动放缓新模型上线节奏以控制烧钱速度，这本质上是投资人主导的降本策略，用技术秀肌肉来换取资本市场的耐心。随后，他质疑官方以“国家安全”为由限制模型上线的合理性，指出内部仍有非美籍员工接触敏感信息，这种自相矛盾的操作，暴露出其限制措施更像是资本运作的烟雾弹。他将此番操作类比为企业先宣称盈利融资，随后又预告亏损的套路，并强调以上仅为个人推理，巧妙地将商业逻辑与政治借口挂钩，一针见血地点破了资本逐利的本质。元宝会议助手(32:11): 陈果指出Anthropic呼吁暂停军备竞赛实为配合资本方亚马逊，旨在下修市场预期并停止烧钱，这波“苦肉计”实则是资本在给狂热的AI军备竞赛踩刹车。随后他预判明年美国经济下行将引发AI开发增速腰斩，叠加上游存储等硬件成本暴涨，行业面临严峻挑战，可见AI行业正陷入“上游吃肉、下游喝风”的尴尬局面。此外，他强调算力硬件消耗极快且面临贬值风险，而老款芯片价格已持续下跌，这意味着盲目囤积算力的重资产模式，正面临极高的资产减值风险。元宝会议助手(34:24): 陈果指出AI巨头若商业化失败恐被谷歌收割，并强调中美资本均“在商言商”，这直接戳破了盲目对标“星球大战”的宏大叙事泡沫。他认为国内政策出手时机精准，无需过度担忧。针对“美国科技股超级鱼尾行情”的观点，他予以驳回，指出当前AI预期下修且OpenAI融资受阻，相当于直接掐断了继续做多的核心逻辑。他强调鱼尾行情需技术超预期与分母收缩配合，当前条件并不具备。元宝会议助手(36:32): 陈果指出AI融资预期将大幅缩水，Anthropic估值受限会击穿OpenAI底线，进而引发ARR与资本支出预期双向下修，这波回调直接把行业虚高的估值泡沫给戳破了。他警告若流动性持续收紧，将触发分子分母双杀的标准熊市，但强调熊市后会重现2022年底的ChatGPT式反转，相当于给市场打预防针，提醒大家别在黎明前倒在黎明前。基于上述判断，他明确押注下一轮牛市最早要到明年，且必须依赖Anthropic的技术突破来拉动，可见当前市场缺乏新故事，只能把翻盘的希望寄托在别人身上。元宝会议助手(38:51): 陈果指出明年宏观环境趋紧，OpenAI若无法复刻Claude时刻，AI牛市或将见顶，可见AI赛道已高度依赖单一巨头的超预期表现来续命。他驳斥了“美股AI回调利好A股”的观点，强调A股从未因美股AI预期上修而受益，直接戳破了部分资金盲目期待“东升西落”的幻想。进而，他点明美股AI的虹吸效应会导致资金抛售A股，形成资金面压制，说白了，美股AI越赚钱，A股反而越面临抽血风险。元宝会议助手(41:07): 陈果指出美国AI增速放缓对中国经济负面影响极小，反而可能因美股科技下跌释放流动性，使资金回流国产AI与半导体，这相当于把外部利空转化成了内部流动性利好。针对市场情绪，他驳斥了“AI导致中产心态崩塌”的线性外推逻辑，强调国产AI板块受情绪,令狐冲斗酒田伯光,850,2026-06-28 21:23:54,7024,0,2,0,-1,悲观,2.4247652922303438,正面,0.418977
397231566,,解决了安全性问题的SSB电池yo由于放电功率更大而充电时间更短，是数据中心电池的最优解，但由于成本因素，早期最先应用的估计先是机架内电池组，用于缓冲GPU用电高峰。待成本降低后，循环寿命更长的SSB电池将会大规模替换锂离子电池进入数据中心BESS系统。,taotaojiang,828,2026-06-28 21:32:28,4221,0,4,0,1,乐观,2.5700721594510143,正面,0.78166234
397232117,,宁德时代21年时候机构都是拍着25年的计算器就把股价打上去了，难道AI还不如当年的新能源？最迟明年，最快年底至少拍到29年的35-40pe,行遍江南清丽地,290,2026-06-28 21:38:28,4494,0,0,0,1,乐观,1.6215979811028598,负面,0.6231745
397233514,,这周末发酵厉害的是苹果涨价，对事件本身，我只想说风水轮流转。之前存储快死了的时候，苹果还一直压价，赚了那么多钱，现在给你涨了就受不了了？这事有点像宁德，20年之前锂价格特别低，好多锂矿企业都破产了，宁德还一直压价，后面锂矿涨了宁德又出来一直跳。只能说苹果和宁德都是正常企业，为了自己能赚钱，不说希望企业能为国家战略做多大贡献，但也希望你们能当个愿赌服输的生意人，这么看比亚迪比宁德强多了。另外对存储的影响，这两年存储的上涨本来就和消费电子没啥关系，主要是ai服务器挤压了消费存储的产量，从而导致的涨价。要关注的是资本开支，是ai融资风险，不是厨师的几及崴歪。,在岛,587,2026-06-28 21:54:20,4913,0,4,0,-1,悲观,2.495918241290954,负面,0.5710652
397233562,,，在新兴领域，宁德的远景规划是转型成为零碳时代的能源综合运营商。因此，宁德广泛的参与了零碳产业园、车网融合、虚拟电厂、绿电直连等相关试点项目作者：Teresa_2015链接：网页链接来源：雪球著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。,rawsalt,2,2026-06-28 21:55:01,3343,0,0,0,1,乐观,1.229739670999407,正面,0.5111048
397233708,,【SpaceX赌了20年！宁德时代、比亚迪们如何撑起中国科技长期主义？】从榜单上榜企业分布来看，电池新能源和AI两大赛道构成了榜单的绝对主力，它们也恰好是当前全球科技竞争最激烈、资本最密集的核心战场。网页链接,电池网,5169,2026-06-28 21:56:29,7517,0,2,0,1,乐观,2.8836842197514043,中性,0.49862728
397233998,,【长江电新】储能：慕尼黑光储展总结——密集签单、AI+、大电芯、堆叠式户储本周欧洲国际太阳能展Intersolar Europe（The smarter E Europe）于德国慕尼黑召开。作为海外最重要的行业展会，国内外主要光储企业均有参展。对此我们回顾总结如下：1、#多家企业斩获大单。海博现场共签署15项合作协议，签约合计总量接近10GWh，包括德国1GWh、意大利4.6GWh等。思格总签约规模超20GWh，包括分销市场澳洲5GWh，以及多个1GWh级别欧洲工商储等。国内企业德业、固德威、艾罗等也有合作协议签订。2、#AI趋势明确。展会上多家企业展出AIDC相关储能产品，适配算力场景，具备毫秒级大功率脉冲支撑、AI负荷预测调度、构网稳压、液冷高密度集成等特点。例如阳光电源展出S+多元场景储能白皮书，远景推出AI电力系统，LG新能源推出面向AIDC的电池与电力解决方案等。此外思格发布mySigen App 4.0，其搭载SigenAgent全新版本，巩固AI嵌入优势。3、#大电芯及钠电储能明显增多。华为发布全新一代智能组串式构网型储能平台LUTERRA；Fluence展示Smartstack 10MWh储能平台；宁德时代发布TENER Sodium钠离子储能系统；天合储能发布Elementa+Electra 13.8MVA/25MWh交直流一体化解决方案，并展示最新587Ah电芯技术。4、#户储堆叠式一体机趋势明确。面向澳洲、欧洲等海外需求，各家户储企业均发布安装便捷的堆叠式一体机。如阳光、华为、锦浪、固德威、古瑞瓦特等。此外思格继爆款户储单品SigenStor之后，还正式推出更具性价比的SigenStor Neo。,郭长生,238,2026-06-28 22:00:06,11201,0,0,0,1,乐观,1.5975102875308704,正面,0.74627507
